agegroup	male	ethnicity	var	pc_all1	pc_all2	pc_all3	pc_all4	pc_all5	pc_all6	pc_all7	pc_all8	pc_all9	pc_all10	pc_demog_all1	pc_demog_all2	pc_demog_all3	pc_demog_all4	pc_demog_all5	pc_demog_all6	pc_demog_all7	pc_demog_all8	pc_demog_all9	pc_demog_all10	pc_demog_small1	pc_demog_small2	pc_demog_small3	pc_demog_small4	pc_demog_small5	pc_demog_small6	pc_demog_small7	pc_demog_small8	pc_demog_small9	pc_demog_small10
6	0	2	"diabcat_2"	.7916667	.326087	.5960265	.4198473	.3157895	.1931818	0	.3032491	.3120568	.1133333	0	0	.0555556	.3988439	.1304348	.396648	0	0	0	1	0	0	.0277778	.3469388	.1481481	.396648	0	.2794118	0	1
6	0	2	"diabcat_3"	0	.1123188	.0662252	.1679389	.0526316	.0568182	.122807	.0974729	.1134752	.1266667	0	.7037037	.0555556	.1271676	.0434783	.1675978	.0612903	.1595745	.1666667	0	0	.6493506	0	.122449	.037037	.1675978	0	.1102941	.1409692	0
6	0	2	"diabcat_4"	0	.0507246	.0198676	.0534351	0	.0227273	.0643275	.0469314	.0851064	.0466667	0	.0740741	0	.0520231	0	.0391061	.0967742	.106383	.0407407	0	.3972603	.025974	.0277778	.0714286	0	.0391061	0	.0367647	.0484582	0
6	0	2	"htdiag_or_highbp"	.625	.8478261	.8609272	.9236641	.7368421	.75	.8888889	.8736462	.8794326	.8466667	0	.5555556	.0555556	.8728324	.6086956	.9273743	.9806452	.8723404	.8740741	.9124579	.7260274	.8961039	.5833333	.8826531	.8148148	.9273743	.7644628	.8676471	.8722467	.9073359
6	0	2	"imd_2"	.5833333	0	0	.0076336	.0526316	.8409091	0	0	0	.9733334	.1967213	.037037	.1111111	.2023121	.173913	.2011173	.1935484	.212766	.1481481	.1346801	.2328767	.1298701	.2222222	.2040816	.0740741	.2011173	.1859504	.2352941	.1101322	.1351351
6	0	2	"imd_3"	0	0	0	0	.2105263	0	0	1	0	0	.1803279	.1851852	.1666667	.1791908	.2173913	.1675978	.2032258	.1382979	.2259259	.1986532	.2328767	.1688312	.1944444	.1734694	.1851852	.1675978	.1983471	.1691176	.2290749	.2007722
6	0	2	"imd_4"	0	0	.9006622	0	.2631579	0	.7894737	0	.680851	0	.1967213	.3333333	.2777778	.2543353	.2608696	.2569833	.2483871	.1914894	.262963	.2828283	.260274	.2727273	.1666667	.25	.3333333	.2569833	.2231405	.2132353	.3039648	.2702703
6	0	2	"imd_5"	0	1	0	.7251908	.1052632	0	0	0	0	0	.1803279	.4074074	.1666667	.2312139	.173913	.2625698	.2258064	.287234	.262963	.2996633	.1780822	.3116883	.1944444	.2397959	.2222222	.2625698	.231405	.2352941	.2599119	.3166023
6	0	2	"no_condition"	.1666667	.0434783	.0066225	0	0	.0454545	.0643275	.0361011	.035461	.04	.8688524	.037037	0	0	.0869565	0	0	.0106383	0	0	0	0	0	0	0	0	.2355372	0	0	0
6	0	2	"obese4cat_2"	.1875	.2028985	.2715232	.2442748	.4210526	.1022727	.0760234	.1588448	.1631206	.1533333	0	.1111111	.1111111	.1445087	.4347826	.2402235	.1387097	.1808511	.1555556	.2457912	.1232877	.1818182	.1111111	.1581633	.3333333	.2402235	.1033058	.1838235	.1497797	.2471042
6	0	2	"obese4cat_3"	.0208333	.0869565	.0596026	.1145038	0	.0568182	.0701754	.0577617	.0780142	.0466667	0	.2962963	.0555556	.0867052	.0869565	.1005587	.0645161	.0638298	.0481481	.0572391	.0684932	.1168831	.1111111	.0969388	.0740741	.1005587	.0454545	.0441176	.0528634	.0540541
6	0	2	"obese4cat_4"	.0208333	.0362319	.0331126	.0381679	0	.0227273	.0350877	.0216607	.0141844	.0066667	0	0	0	.0404624	0	.027933	.0064516	.0531915	.0259259	.040404	.0136986	0	0	.0357143	0	.027933	.0082645	.0441176	.0264317	.042471
6	0	2	"organ_transplant"	0	0	0	.0076336	0	0	0	.0036101	0	0	0	0	0	.0057803	0	.0055866	0	0	0	0	0	0	0	.005102	0	.0055866	0	0	0	0
6	0	2	"other_immunosuppression"	.0208333	0	.0066225	0	0	.0113636	0	.0036101	0	0	0	.037037	0	.0057803	0	0	0	0	0	.006734	0	.012987	0	.005102	0	0	0	.0073529	0	.003861
6	0	2	"other_neuro"	.0416667	.0217391	.0264901	.0305344	.1052632	.0227273	.0116959	.0144404	.0283688	.0266667	0	0	0	.0289017	.1304348	.0223464	.0387097	.0319149	.0148148	.010101	.1369863	.038961	0	.0306122	.0740741	.0223464	0	.0220588	.0176211	.007722
6	0	2	"ra_sle_psoriasis"	.0416667	.0326087	.0198676	.1068702	0	.1818182	.0350877	.0469314	.0851064	.0333333	0	.0740741	.6111111	.0520231	0	.0726257	.0290323	.0638298	.0777778	.030303	0	.038961	.5833333	.0561224	.037037	.0726257	0	.0661765	.0660793	.027027
6	0	2	"reduced_kidney_function_cat_2"	.0208333	.3876812	.6556292	.5114504	.1578947	.3295455	.245614	.4151624	.3475177	.4066667	0	0	0	0	0	1	0	0	1	.4175084	0	.0779221	0	0	.1111111	1	0	.3088235	.9823788	.4633205
6	0	2	"reduced_kidney_function_cat_3"	.0833333	.0217391	.0794702	.1068702	0	.0227273	.0584795	.0433213	.035461	.0333333	0	.2962963	0	.1676301	.0434783	0	.0322581	.0957447	0	.043771	.1506849	.1168831	0	.1734694	.037037	0	0	.0294118	0	.042471
6	0	2	"smoke_nomiss_2"	0	.2282609	.0066225	.3129771	.4736842	.9772727	0	.3465704	1	0	.2295082	.3703704	.6111111	.3815029	.3913043	.3351955	.2516129	.3297872	.2592593	.2962963	.1506849	.3116883	.4722222	.377551	.3333333	.3351955	.2644628	.2941177	.2599119	.3050193
6	0	2	"smoke_nomiss_3"	0	.0144928	.0728477	.0076336	0	0	.0350877	.032491	0	.0466667	.0163934	.037037	.1111111	.017341	0	.0223464	.0290323	.0212766	.0444444	.013468	.0273973	.0519481	.1111111	.0153061	0	.0223464	.0123967	.0514706	.0396476	.007722
6	0	2	"spleen"	0	0	0	0	.1052632	.0113636	0	.0072202	0	.02	0	0	.0555556	.0057803	.0869565	0	.0032258	.0106383	.0074074	0	.0136986	0	.0277778	.005102	.0740741	0	0	.0147059	.0044053	0
6	0	2	"stroke_dementia"	.1041667	.1485507	.1854305	.2519084	.3157895	.1363636	.0467836	.1263538	.0780142	.1133333	0	.4814815	.1111111	.1618497	.2173913	.2402235	.083871	.1595745	.1111111	.1144781	0	.6363636	.0833333	.1734694	.2592593	.2402235	0	.0808824	.0837004	.1158301
6	1	2	"N"	.1307252	.096374	.1173664	.0935114	.0591603	.0734733	.1097328	.0763359	.1498092	.0935114	.0391221	.1431298	.0353053	.1612595	.1708015	.0658397	.125	.0496183	.1583969	.0515267	.1288168	.0916031	.1383588	.120229	.0553435	.0467557	.1240458	.0849237	.1574427	.0524809
6	1	2	"asthmacat_2"	.1313869	.1089109	.097561	.0612245	.0645161	.1818182	.1391304	.175	.089172	.0306122	0	.1333333	.1351351	.1183432	.1284916	.115942	.0916031	.0769231	.0963855	.0740741	.0962963	.0833333	.1724138	.1031746	.1551724	.0816327	.0923077	.0898876	.0969697	.0727273
6	1	2	"asthmacat_3"	.0291971	.009901	0	.0714286	.016129	.012987	.0173913	.05	.0063694	.0306122	0	.0133333	.027027	.0414201	.027933	.0434783	.0305344	0	.0120482	0	0	.0104167	.0137931	.015873	.2586207	0	.0153846	.011236	.0060606	0
6	1	2	"cancer_exhaem_cat_2"	.0072993	.009901	.0081301	.0102041	.0322581	0	.0173913	0	.0382166	.0102041	0	.0066667	0	.0118343	.0223464	.0144928	.0305344	0	.0180723	0	.0074074	.0104167	.0068966	.015873	.0172414	0	.0384615	.011236	.0181818	0
6	1	2	"cancer_exhaem_cat_3"	.0364963	.029703	.0162602	.0918367	.0645161	.0519481	.0347826	0	.0509554	.0306122	0	.0266667	.0540541	.0473373	.0670391	.057971	.0458015	0	.0240964	.037037	0	.03125	.0206897	.0634921	.0172414	.3061225	.0461538	0	.0242424	.0363636
6	1	2	"cancer_exhaem_cat_4"	0	.1485149	.1138211	.1326531	.0806452	.1168831	.0173913	1	.0382166	.1938775	0	.26	.1351351	.0946746	0	.0724638	.1679389	.9423077	.1325301	.0925926	0	.2291667	.1724138	.1111111	.1724138	.0408163	.1538462	.4831461	.1272727	.1090909
6	1	2	"cancer_haem_cat_2"	.0072993	0	0	0	0	0	0	0	0	0	.0243902	0	0	0	0	0	0	0	0	0	.0074074	0	0	0	0	0	0	0	0	0
6	1	2	"cancer_haem_cat_3"	.0072993	.009901	.0162602	0	0	0	.0086957	0	.0127389	0	0	.0133333	0	.0118343	0	.0144928	0	0	.0120482	0	0	0	.0206897	.0079365	.0172414	0	0	0	.0121212	0
6	1	2	"cancer_haem_cat_4"	.0072993	.009901	.0081301	.0204082	0	.025974	.0173913	0	.0063694	.0102041	0	.0133333	.027027	.0118343	.0055866	0	.0076336	.0384615	.0120482	0	0	.0208333	.0068966	.015873	0	0	.0076923	.0337079	.0121212	0
6	1	2	"chronic_cardiac_disease"	.270073	.3861386	.3658537	.9795918	.1290323	.2597403	.3304348	.125	0	.2755102	0	.36	1	.9940829	0	.6231884	0	.0576923	0	.2777778	0	0	1	.984127	.3448276	.2857143	0	.011236	0	.2909091
6	1	2	"chronic_liver_disease"	.0145985	.009901	0	.0102041	0	0	.0086957	0	.0127389	.0102041	0	.0066667	0	.0236686	.0111732	0	0	0	.0060241	0	.0074074	0	.0068966	.0396825	0	0	0	0	.0060606	0
6	1	2	"chronic_respiratory_disease"	.1313869	.0792079	.1788618	.2244898	.0483871	.0909091	.0782609	.15	.0955414	.2040816	0	.1066667	.1351351	.2011834	.150838	.2028985	.0763359	.0576923	.1084337	.1666667	0	.09375	.1862069	.0793651	.9655172	0	.0615385	0	.1030303	.1636364
6	1	2	"diabcat_2"	0	.2673267	.3495935	.2959184	.1129032	0	1	.4625	.3821656	.2346939	0	1	.3513514	.2307692	0	.115942	1	0	0	0	0	1	.3448276	.4920635	.0689655	0	.9923077	0	0	0
6	1	2	"diabcat_3"	.1824818	.1584158	.1382114	.1734694	.1935484	.1298701	0	.075	.1019108	.1530612	0	0	.1621622	.1952663	.2011173	.2608696	0	.2307692	.1746988	0	0	0	.1931034	.1428571	.1206897	.1632653	0	.494382	.1757576	0
6	1	2	"diabcat_4"	.0729927	.0594059	.0813008	.0510204	.0483871	.0909091	0	.0125	.0573248	.0408163	0	0	0	0	0	.0144928	0	0	0	1	0	0	0	0	0	0	0	0	0	1
6	1	2	"htdiag_or_highbp"	.7226278	.8712871	.8292683	.8673469	.8225806	.6883117	.8173913	.875	.8089172	.7857143	0	.9133334	0	.9940829	.8938547	.8115942	.8015267	.75	.8012048	.8888889	.6592593	.90625	.8758621	.8095238	.7758621	.755102	.8	.8314607	.8	.8909091
6	1	2	"imd_2"	0	.7326733	0	0	0	.987013	.2347826	.025	0	0	.1463415	.1466667	.2972973	.183432	.1843575	.173913	.1221374	.1346154	.1807229	.2037037	.162963	.125	.1931034	.2301587	.137931	.1632653	.1153846	.1797753	.1818182	.2
6	1	2	"imd_3"	.9343066	0	0	0	0	0	.5130435	.425	0	0	.2195122	.2066667	.2432432	.2011834	.2122905	.1304348	.2748092	.1923077	.2108434	.1851852	.2222222	.25	.2	.1587302	.2241379	.122449	.2692308	.2134831	.2121212	.1818182
6	1	2	"imd_4"	0	0	0	.7959183	0	0	0	.2625	1	0	.097561	.28	.2162162	.2248521	.2290503	.3188406	.3129771	.1923077	.2228916	.2407407	.1851852	.2916667	.2275862	.2222222	.3103448	.3061225	.3153846	.2022472	.2181818	.2545455
6	1	2	"imd_5"	0	0	1	0	.9032258	0	0	0	0	.8265306	.2682927	.26	.1081081	.2544379	.2793296	.2028985	.1603053	.3076923	.2710843	.3148148	.2814815	.2291667	.2827586	.2142857	.2413793	.2244898	.1615385	.2696629	.2727273	.3090909
6	1	2	"no_condition"	.1240876	0	0	0	.0645161	.0779221	0	0	.0382166	.0918367	.9756098	0	0	0	.0055866	0	0	.0192308	0	0	.3111111	0	0	0	0	0	0	0	0	0
6	1	2	"obese4cat_2"	.080292	.1287129	.1300813	.2346939	.2580645	.1298701	.1043478	.175	.0764331	.1530612	0	.18	.0540541	.2130177	.1340782	.173913	.1221374	.1153846	.1084337	.0185185	.0888889	.21875	.1793104	.1666667	.1206897	.122449	.1230769	.1460674	.1090909	.0363636
6	1	2	"obese4cat_3"	.0072993	.029703	.0081301	.0408163	.0322581	.012987	.0173913	.0375	.0191083	.0204082	0	.02	0	.0295858	.0111732	0	.0305344	.0769231	.0120482	.037037	.0222222	.0104167	.0206897	.015873	.0344828	0	.0307692	.0337079	.0121212	.0363636
6	1	2	"obese4cat_4"	.0145985	.009901	.0162602	.0102041	0	0	.0173913	0	.0127389	.0102041	0	.0133333	0	.0295858	.0055866	0	0	0	.0180723	0	.0074074	.0104167	.0068966	.031746	.0172414	0	0	0	.0181818	0
6	1	2	"organ_transplant"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	1	2	"other_immunosuppression"	0	.009901	.0081301	.0204082	0	0	.0173913	0	.0063694	0	0	.0066667	0	.0059172	0	.0144928	.0076336	0	.0060241	.037037	0	.0104167	.0068966	.0079365	0	0	.0076923	0	.0060606	.0363636
6	1	2	"other_neuro"	.0145985	.019802	.0162602	.0408163	.016129	0	.0173913	.025	.0063694	.0306122	0	.02	0	.0295858	.0055866	.0289855	.0229008	.0576923	.0120482	0	0	.0104167	.0137931	.031746	.0689655	.0204082	.0230769	.0224719	.0121212	0
6	1	2	"ra_sle_psoriasis"	.0364963	.039604	.0243902	.0714286	.016129	.0779221	.0347826	.1125	.0318471	.1020408	0	.06	0	.0769231	.0614525	.0434783	.0305344	.1153846	.0421687	.0185185	0	.0625	.0482759	.0714286	.0862069	.0408163	.0307692	.1460674	.0424242	.0181818
6	1	2	"reduced_kidney_function_cat_2"	.3941606	1	.9593496	.377551	0	0	.2608696	.425	.3566879	0	0	.9733334	.3243243	.3786982	0	.2753623	0	0	1	.4259259	0	1	1	0	.0172414	0	0	0	1	.4181818
6	1	2	"reduced_kidney_function_cat_3"	.0437956	0	0	.0510204	.0645161	.0519481	.0695652	.05	.0573248	.1326531	0	0	.0810811	.1065089	.0837989	.0434783	.0610687	.0769231	0	.037037	0	0	0	.1587302	.0862069	.0408163	.0615385	.1797753	0	.0363636
6	1	2	"smoke_nomiss_2"	.5693431	.4851485	.5691057	.6326531	0	.5194805	.7217391	.65	.5031847	1	.4634146	.6066667	.5945946	.6449704	.4748603	.6376812	.6412213	.6730769	.566265	.5185185	.4074074	.59375	.6206896	.6349207	.7413793	.5306122	.6307693	.6179775	.569697	.5272727
6	1	2	"smoke_nomiss_3"	.0291971	.029703	.0650406	.0612245	.2096774	.038961	.0173913	.0125	.089172	0	.0731707	.08	.027027	.0473373	.0837989	.0289855	.0305344	.0384615	.0180723	.0740741	.0962963	.09375	.0551724	.015873	.0689655	.0204082	.0307692	.0674157	.0181818	.0727273
6	1	2	"spleen"	0	0	.0081301	0	0	0	0	.0125	0	0	0	.0066667	0	0	0	0	0	.0192308	0	0	0	0	.0068966	0	0	0	0	.011236	0	0
6	1	2	"stroke_dementia"	.080292	.1386139	.1382114	.244898	.0645161	.1038961	.1130435	.15	.0764331	.1122449	0	.14	.0540541	0	0	1	.0687023	.0192308	.1144578	.0925926	0	.1041667	.2068966	.0714286	.0862069	.7755102	.0692308	0	.1151515	.1090909
6	0	3	"N"	.0443678	.0981609	.0972414	.128659	.1014559	.108046	.1318008	.1186973	.1013027	.0702682	.1148659	.0383908	.0218391	.1622988	.1825287	.1121073	.2006897	.043295	.0684291	.0555556	.0643678	.1364751	.1015326	.1136398	.0227586	.1856705	.0585441	.0810728	.1299617	.105977
6	0	3	"asthmacat_2"	.1986183	.1686183	.1552403	.157832	.1442598	.1595745	.2110465	.1607489	.209531	.1875682	.1714476	0	0	.1170916	0	.1449077	.1817488	.1345133	.9619261	.1958621	0	0	.0128302	.4457181	0	.0726372	.1295812	1	.1527123	0
6	0	3	"asthmacat_3"	.0587219	.0640125	.0654058	.0333532	.0317221	.041844	.069186	.03357	.0514372	.0545256	.0607071	0	.0385965	.0816808	.0369437	.0724539	.0408553	.0336283	.0067189	.0606897	.0011905	0	.0211321	.0552933	.5959596	.0379695	.0379581	0	.0896226	.0607375
6	0	3	"cancer_exhaem_cat_2"	.0051813	.0054645	.0047281	.013103	.0022659	.006383	.0046512	.0051646	.0045386	.0087241	.0040027	0	.0035088	.0075543	.0083963	.0054682	.0080183	.0035398	.0044793	.0027586	.0130952	0	.0060377	.0074174	.013468	.0082542	.0026178	.0047259	.0076651	.0043384
6	0	3	"cancer_exhaem_cat_3"	.0189983	.019516	.0189125	.016081	.0241692	.0205674	.0168605	.0219496	.0128593	.0229008	.0213476	0	.0070175	.0188857	.0146935	.0198223	.0210004	.0371681	.0279955	.0137931	.0547619	0	.0128302	.0134862	.013468	.0202229	.026178	.0274102	.0194575	.022415
6	0	3	"cancer_exhaem_cat_4"	.0414508	.0343482	.0575256	.0696843	.0490937	.0588652	.0436046	.0510006	.0537065	.0610687	.0547031	0	.154386	.0538244	.0507976	.0546822	.0584192	.0495575	.0358343	.0455172	.1630952	0	.0475472	.0620364	.047138	.0573669	.0418848	.0538752	.0483491	.0513377
6	0	3	"cancer_haem_cat_2"	.0017271	.0007806	.000788	.002978	0	.0021277	.0005814	.0012912	.0007564	.0010905	.0026684	0	0	.0014164	.0008396	.0006835	.0015273	.0017699	.0011198	0	0	0	.0007547	.0020229	0	.0008254	.0013089	.0009452	.0017689	.0036153
6	0	3	"cancer_haem_cat_3"	0	.0007806	.0055162	.0047647	.0007553	.0028369	.0005814	.0038735	.0015129	.0010905	.0033356	0	.0035088	.0028329	.0020991	.0027341	.0026728	.0017699	.0022396	0	.002381	0	.0045283	.0020229	0	.002889	.0013089	.0009452	.0035377	.0036153
6	0	3	"cancer_haem_cat_4"	.0138169	.0046838	.0094563	.0041691	.0015106	.0070922	.0046512	.0064558	.0068079	.0032715	.0093396	0	.0105263	.0070822	.0020991	.0047847	.0061092	.0070796	.0067189	.0068966	.002381	0	.005283	.0033715	.003367	.0053652	.0078534	.0075614	.0100236	.0115691
6	0	3	"chronic_cardiac_disease"	.3419689	.19516	.3790386	0	0	.3007092	.3325581	0	1	.9967285	.4176117	0	0	.9919736	0	.3369788	0	0	.2486002	.9917241	.6023809	0	0	.7741066	.026936	0	0	.241966	1	.395517
6	0	3	"chronic_liver_disease"	.0103627	.0078064	.0133964	.0083383	.0030211	.0092199	.0110465	.0064558	.0083207	.0087241	.0100067	0	.0035088	.0089707	.0075567	.0061517	.0099275	.0035398	.0044793	.0248276	.0178571	0	.0075472	.0101146	.010101	.0099051	.0013089	.0056711	.0129717	.0115691
6	0	3	"chronic_respiratory_disease"	.1053541	.0967994	.1032309	.061346	.0634441	.0879433	.1040698	.0652034	.1066566	.1035987	.0980654	0	.0561404	.095373	.0549958	.0745044	.0798014	.0725664	.1993281	.1517241	0	0	.0354717	.1099123	.6801347	.0573669	.0772251	.1729679	.1509434	.0679682
6	0	3	"diabcat_2"	0	0	0	.3871352	0	.3617021	1	.663654	.4258699	.5627044	0	0	0	.5769594	0	.5714286	1	0	0	.4275862	0	0	0	1	.1077441	1	.4764398	0	.4038915	0
6	0	3	"diabcat_3"	.8635579	0	.2813239	.0988684	.1223565	.1085106	0	.0639122	.1633888	.1374046	.9899933	0	0	0	0	0	0	.238938	.0022396	.217931	0	0	0	0	.023569	0	0	.2258979	.0896226	.9985539
6	0	3	"diabcat_4"	0	.1217799	.0937746	.0500298	.0845921	.0439716	0	.0342156	.0567322	.046892	0	0	.2105263	.0557129	.1028547	.0649351	0	.0920354	.1131019	.0455172	.1	0	.2762264	0	.0774411	0	.0431937	.0718336	.071934	0
6	0	3	"htdiag_or_highbp"	.7392055	.715847	.8589441	.8094103	.7953172	.8326241	.8645349	.8657198	.9092284	.8996729	.8819213	0	0	.8673277	.9983208	.8755981	.8571974	.8	.7681971	.9310345	.8	.6928692	.8143396	.890762	.7239057	.861329	.8363875	.8241966	.9068396	.8814172
6	0	3	"imd_2"	0	0	0	0	0	1	0	0	0	0	.0853903	.1237525	.1052632	.1104816	.1351805	.0854409	.1084383	.100885	.1041433	.1034483	.125	.1364402	.1086792	.1024949	.1178451	.1002889	.1164921	.1030246	.0990566	.088214
6	0	3	"imd_3"	0	0	0	.997022	0	0	0	0	0	.8724101	.1634423	.1776447	.154386	.2016053	.186398	.1770335	.2126766	.1769911	.1847704	.1986207	.2011905	.1925884	.1675472	.2151045	.1077441	.208832	.2002618	.1805293	.1798349	.1691974
6	0	3	"imd_4"	0	0	0	0	.8111783	0	0	.9806327	.9236006	0	.281521	.2694611	.2912281	.2818697	.2837951	.3157895	.3146239	.260177	.2754759	.3062069	.2857143	.2773723	.3026415	.301416	.2121212	.3264548	.2853403	.2589792	.2989387	.274042
6	0	3	"imd_5"	.7702936	.9843872	.8085107	0	0	0	.8988372	0	0	0	.4169446	.2934132	.3087719	.3186969	.2913518	.3602187	.2982054	.361062	.3359463	.3282759	.2583333	.28411	.330566	.3182738	.4646465	.2963269	.3232984	.3638941	.3443396	.4150398
6	0	3	"no_condition"	.1174439	.136612	0	.0559857	.1087613	.0468085	0	0	0	0	.0026684	1	0	0	.0004198	.0280246	0	0	0	0	0	.3071308	0	0	0	0	0	0	0	0
6	0	3	"obese4cat_2"	.1882556	.1576893	.1820331	.1220965	.1185801	.1255319	.1994186	.1607489	.193646	.1755725	.2088059	0	0	0	0	1	0	.120354	.1254199	.1848276	.1357143	.1083661	.1275472	.1995954	.1582492	.1683863	.1282723	.1654064	.1798349	.2060737
6	0	3	"obese4cat_3"	.074266	.0429352	.0638298	.0422871	.0392749	.0439716	.0680233	.0393802	.0552194	.0610687	.0880587	0	.0175439	.0731822	.0428212	0	.061092	.0389381	.0492721	.0703448	.0440476	.0286356	.0332075	.065408	.040404	.0491127	.0327225	.0623819	.071934	.0708604
6	0	3	"obese4cat_4"	.015544	.0124902	.0181245	.0095295	.0128399	.0049645	.0168605	.0071014	.0173979	.0163577	.0186791	0	.0035088	.0193579	.0138539	0	.0122184	.0053097	.0167973	.017931	.0119048	.0078608	.0128302	.0168577	.006734	.0111432	.0052356	.0170132	.0141509	.0180766
6	0	3	"organ_transplant"	.0017271	0	.0023641	.0011912	.0015106	.0014184	.0017442	0	.0015129	.0010905	.0020013	0	.0035088	.0028329	.0008396	0	.0007637	.0017699	.0011198	0	0	0	.0022642	.0006743	0	.0008254	.0013089	0	.0035377	.0021692
6	0	3	"other_immunosuppression"	.0069085	.0015613	0	.0017868	0	.0035461	.0017442	.0006456	.0007564	.0032715	.0033356	0	0	.0023607	.0012594	.0013671	.0015273	.0017699	0	.0027586	.002381	0	.0007547	.0026972	0	.0008254	.0026178	.0018904	.0029481	.0028923
6	0	3	"other_neuro"	.0207254	.0202966	.0252167	.0244193	.0173716	.0191489	.0261628	.0142027	.0249622	.0261723	.0126751	0	.0140351	.0184136	.0142737	.012987	.0221459	.0884956	.0167973	.0648276	.0059524	0	.0135849	.0256237	.013468	.015683	.1112565	.0217391	.0306604	.0159074
6	0	3	"ra_sle_psoriasis"	.0552677	.0562061	.0464933	.0524121	.0566465	.0687943	.0511628	.0548741	.0612708	.0796074	.0560374	0	.1508772	.0665722	.0424013	.0615174	.0626193	.0530973	.0537514	.0675862	.1583333	0	.0369811	.0627107	.0875421	.0602559	.0667539	.0538752	.0731132	.0513377
6	0	3	"reduced_kidney_function_cat_2"	0	0	1	.2948183	0	.3312057	.3790698	.551969	.4122542	.4023991	.4042695	0	.6140351	.4230406	.3299748	.3492823	.327606	.3663717	.2911534	.4868965	0	0	.8354717	.0734997	.040404	.3669005	.3704188	.1918714	.8867925	.3940709
6	0	3	"reduced_kidney_function_cat_3"	.1468048	.0702576	0	.0297796	.0558912	.0446809	.047093	.016785	.0786687	.08506	.1040694	0	.0035088	.0656279	.0260285	.0492139	.0259641	.0584071	.0459127	.1089655	.1797619	0	0	.100472	.030303	.02435	.0536649	.0680529	.0135613	.1062907
6	0	3	"smoke_nomiss_2"	.1882556	.1319282	.144208	.1274568	.1019637	.158156	.172093	.1058748	.1490166	.1483097	.173449	.0678643	.0877193	.1473088	.1120907	.1298701	.1401298	.1769911	.1366181	.2055172	.1107143	.0971364	.1064151	.1598112	.1851852	.1275279	.1727749	.1597354	.1662736	.1699205
6	0	3	"smoke_nomiss_3"	.0103627	.010929	.0102443	.0053603	.005287	.0049645	.0168605	.0077469	.0037821	.0054526	.0080053	.007984	.0035088	.0080264	.0088161	.0061517	.0084002	.0088496	.0156775	.0027586	.002381	.0061763	.0090566	.0074174	.030303	.0086669	.0039267	.0132325	.0088443	.0065076
6	0	3	"spleen"	.0017271	.0007806	.0023641	.0005956	.0015106	0	0	.0019367	.0022693	0	.0026684	0	0	.0004721	.0012594	.0020506	.0003818	.0017699	0	.0013793	.0047619	0	.0007547	.0020229	0	.0004127	.0013089	.0009452	.0005896	.0014461
6	0	3	"stroke_dementia"	.1450777	.1007026	.1497242	.1030375	.0800604	.1248227	.1290698	.1007101	.1739788	.1821156	0	0	0	0	0	.0437457	.1137839	.961062	.0044793	.9986207	0	0	.0083019	.1099123	.026936	0	.9594241	.094518	.2629717	.1243673
6	1	3	"N"	.0693637	.0284682	.0616076	.1775075	.1357307	.1969857	.058611	.1703684	.0683941	.0329632	.0482108	.0112815	.1065574	.1240085	.213291	.1344967	.1664023	.1495681	.0224749	.0237088	.1392561	.0387802	.1085845	.1240085	.1872907	.1347612	.0674246	.1135202	.0429226	.0434514
6	1	3	"asthmacat_2"	.0927573	.0464396	.1659514	.1569017	.1642857	.150783	.1067669	.1484739	.1365979	.1229947	0	.1796875	.1389578	.1627576	.1512397	.1415465	.123411	.1573365	.1215686	.3234201	0	.1181818	.1404221	.1627576	.1604706	.1412688	.1333333	.1296584	.1273101	.5638945
6	1	3	"asthmacat_3"	.0330369	.0247678	.037196	.0436941	.0616883	.042953	.0120301	.0315572	.0360825	.0213904	0	.0234375	.025641	.0433547	.05	.0393185	.0354873	.0436064	.0431373	.0594796	0	.0545455	.0251623	.0433547	.0470588	.0392413	.0470588	.0434783	.0451745	.1095335
6	1	3	"cancer_exhaem_cat_2"	.0012706	.006192	.0028612	.0109235	.0142857	.0111857	.0075188	.009312	.0115979	.0106952	0	0	.0057899	.0092395	.0115702	.0124509	.0074153	.0111962	.027451	.0111524	0	.0068182	.0056818	.0092395	.0098824	.0124264	.0300654	.011646	.0041068	.0141988
6	1	3	"cancer_exhaem_cat_3"	.0177891	.0278638	.0314735	.0278054	.0220779	.0259508	.0225564	.0300052	.0193299	.0213904	.0164534	.03125	.0264682	.02914	.0264463	.0196592	.0248941	.0318209	.0235294	.0074349	.0202532	.0204545	.0267857	.02914	.0235294	.0196207	.0470588	.0287267	.0205339	.0223124
6	1	3	"cancer_exhaem_cat_4"	.0343075	.0495356	.0786838	.0734856	.0636364	.068009	.0496241	.0744956	.0695876	.0855615	0	.0859375	.0578991	.0732054	.068595	.0733945	.0566737	.0730701	.1843137	.070632	.0518987	.0681818	.0592532	.0732054	.0682353	.0739045	.0705882	.0784161	.0595483	.0588235
6	1	3	"cancer_haem_cat_2"	0	0	.0014306	.000993	.0025974	0	.0030075	.0010347	.0012887	0	0	0	0	.0014215	.0012397	.0006553	.0021186	.0005893	.0039216	0	0	.0022727	0	.0014215	.0014118	.000654	.0013072	.0007764	.0061602	0
