agegroup	male	ethnicity	var	pc_all1	pc_all2	pc_all3	pc_all4	pc_all5	pc_all6	pc_all7	pc_all8	pc_all9	pc_all10	pc_demog_all1	pc_demog_all2	pc_demog_all3	pc_demog_all4	pc_demog_all5	pc_demog_all6	pc_demog_all7	pc_demog_all8	pc_demog_all9	pc_demog_all10	pc_demog_small1	pc_demog_small2	pc_demog_small3	pc_demog_small4	pc_demog_small5	pc_demog_small6	pc_demog_small7	pc_demog_small8	pc_demog_small9	pc_demog_small10
2	1	3	"other_immunosuppression"	.0058947	.004655	.0075567	.0070956	.0103806	.0092282	.0106816	.0074578	.0061466	.0894309	.0002417	.7969925	.0139241	.0055351	0	.0495868	.0014286	0	.0037383	.0042271	0	1	0	0	.0093361	0	.0042105	.0043478	0	0
2	1	3	"other_neuro"	.0016842	.0032859	.0025189	.0033113	.0069204	.0025168	.0040692	.0032425	.0037825	.0243902	.0096665	0	.0063291	.001845	0	0	.0028571	.0047619	.0102804	.0030193	0	.0075758	.0074074	.2628205	.0041494	.0039841	.0042105	.0018634	.0058027	.0078534
2	1	3	"ra_sle_psoriasis"	.0244211	.026287	.1007557	.025071	.0334487	.0411074	.0300102	.0366407	.0283688	.0406504	.017158	.037594	.0436709	.0461255	0	.0413223	.49	.0380952	.0514019	.0247585	0	.0606061	0	0	.0394191	0	0	.036646	1	0
2	1	3	"reduced_kidney_function_cat_2"	.0088421	.003012	.0050378	.0037843	.0034602	.0058725	.0076297	.0077821	.0018913	.0162602	.0070082	.2180451	.0031646	.0110701	0	.0165289	.0014286	.0047619	.0261682	0	0	.0151515	.0024691	.0064103	.0124481	.0119522	.0168421	.0062112	.0116054	.1439791
2	1	3	"reduced_kidney_function_cat_3"	.0042105	0	0	.0018921	0	.0025168	.0010173	.0029183	0	.0081301	.0038666	0	.0018987	.00369	0	.0082645	0	0	.0065421	0	0	0	.0030864	.0705128	.0051867	0	0	.0049689	0	0
2	1	3	"smoke_nomiss_2"	.1595789	.2946331	.3627204	0	0	.9966443	.2512716	.1238651	.1981087	0	.2375544	.2556391	.3050633	.2730627	.1851777	.2644628	.2571429	.3285714	.2897196	.2650966	.199381	.2575758	.3061728	.2692308	.283195	.3625498	.2168421	.2614907	.2862669	.3219895
2	1	3	"smoke_nomiss_3"	.1174737	0	.0780856	0	1	0	.1485249	.6034371	.2070922	0	.1955051	.2330827	.214557	.201107	.213401	.2809917	.26	.2190476	.1850467	.2149758	.2063629	.219697	.208642	.2692308	.2479253	.2270916	.1957895	.1956522	.2669246	.2303665
2	1	3	"spleen"	.0004211	.0002738	.0050378	0	.0023068	.0025168	.0020346	.0016213	.001182	0	.0004833	0	.0025316	0	0	.0991736	.0028571	0	.0028037	0	0	.0151515	.0024691	.0833333	.003112	0	0	0	.0019342	0
2	1	3	"stroke_dementia"	.0067368	.0019168	.0075567	.0028382	.0046136	.0058725	.0025432	.0077821	.0049645	.0162602	.0111165	.0075188	.006962	.00369	0	0	.0085714	0	.0168224	.0066425	0	.0075758	.008642	.0064103	.0093361	.0039841	.0084211	.010559	.0077369	.1151832
2	0	4	"N"	.1794	.1058	.14275	.1986	.0456	.0774	.04325	.09155	.0188	.09685	.34685	.1571	.16095	.05185	.07715	.08595	.026	.0504	.0214	.02235	.67235	.0903	.08505	.0132	.02305	.05675	.01635	.00855	.005	.0294
2	0	4	"asthmacat_2"	0	.1034972	.0970228	.0891239	.0614035	.0975452	.4728324	.1043146	.1329787	.0872483	0	.1012094	.0810811	.075217	.0978613	.4776033	.1403846	.1170635	0	.1252796	0	0	1	0	0	0	0	1	.04	0
2	0	4	"asthmacat_3"	.009476	.0122873	.0119089	.0100705	.0087719	.0219638	.0046243	.0158383	.037234	.0144553	0	.0124125	.0118049	.0106075	.022035	.0058173	.0230769	.0238095	.1728972	.0201342	0	.0138427	0	.6780303	0	.0290749	.0397554	0	.01	0
2	0	4	"cancer_exhaem_cat_2"	.0013935	.0004726	.0024518	.0035247	.004386	.002584	0	.003823	.0026596	.002065	.0027389	.0012731	.0031066	.0038573	.0025924	.0017452	.0019231	.0019841	0	0	.0023797	.0033223	.0023516	.0037879	.0021692	.0017621	.0030581	0	0	0
2	0	4	"cancer_exhaem_cat_3"	.0039019	.0061437	.0045534	.005287	.0054825	.0077519	.0034682	.0070999	.0053191	.0082602	.0043246	.0070019	.0083877	.0048216	.0077771	.0023269	.0038462	.0059524	.0046729	.0044743	0	.0044297	.0076426	.0075758	.0043384	.0052863	0	0	0	.1377551
2	0	4	"cancer_exhaem_cat_4"	.0039019	.0061437	.0056042	.0045317	.0076754	.005814	.0034682	.0060076	.0212766	.0072277	0	.0057288	.0062131	.0077146	.0058328	.0046539	.0038462	.0059524	.0911215	.0067114	0	.0077519	.0064668	.2840909	.0065076	.0035242	.0091743	.0116959	0	.0017007
2	0	4	"cancer_haem_cat_2"	.0002787	0	.0003503	.0002518	0	0	0	0	.0026596	0	0	0	0	.0038573	0	0	0	0	0	0	0	.0016611	0	0	0	.0008811	0	0	0	0
2	0	4	"cancer_haem_cat_3"	.0002787	.0009452	.0007005	.0002518	.0010965	.000646	0	0	.0026596	0	0	.0012731	.0006213	.0009643	.0006481	0	0	.0009921	0	0	0	.0005537	.0005879	0	.0021692	.0017621	0	0	0	.0068027
2	0	4	"cancer_haem_cat_4"	.0008361	.0004726	.0017513	.0022659	.0054825	.00323	.0011561	.0021846	0	.0010325	0	.0009548	.0034172	.0038573	.0032404	.0005817	0	0	.0257009	0	0	.0060908	.0005879	.0037879	.0390456	0	.0061162	.005848	0	.0017007
2	0	4	"chronic_cardiac_disease"	.0050167	.0085066	.006655	.0093152	.0087719	.0232558	.0104046	.0283998	.0132979	.0072277	0	.0060471	.018018	.0086789	.0233312	.0069808	.0134615	.0545635	.0163551	.0290828	0	.0110742	.015873	.0227273	.0173536	.015859	.0183486	.0233918	.07	.2040816
2	0	4	"chronic_liver_disease"	.0069677	.0113422	.0087566	.0070493	.0197368	.0116279	.0138728	.0081922	.0026596	.0036138	0	.0108211	.009009	.0144648	.0116656	.0127981	.0019231	.0059524	.1051402	.0067114	0	.0769657	.0070547	.0075758	.0130152	.0044053	0	.005848	.01	.0119048
2	0	4	"chronic_respiratory_disease"	.0044593	.0037807	.006655	.0073011	.0054825	.0096899	.0150289	.0092845	.0132979	.0041301	0	.003501	.0077664	.0067502	.0097213	.0122164	.0096154	.0099206	.0794393	.01566	0	.003876	.0194004	.0265152	.1301518	.0070485	.0183486	.0350877	.02	.0102041
2	0	4	"diabcat_2"	0	.0344991	.061296	.0697382	.0076754	.0981912	0	.1032223	.9734042	.0351058	0	.0712922	0	.0173578	.0985094	0	1	0	0	.8791946	0	0	0	0	0	1	0	1	.01	0
2	0	4	"diabcat_3"	.011427	.0245747	.0164623	.0173716	.0142544	.0361757	.0254335	.0404151	0	.009809	0	.0200509	.0599565	.0096432	.0362929	.017452	0	.0376984	.0046729	.0022371	0	.0155039	.0205761	.030303	0	0	.0244648	0	.01	.5323129
2	0	4	"diabcat_4"	.0108696	.0226843	.0136602	.0193857	.0186404	.0239018	.0265896	.0229383	0	.0123903	0	.0187778	.019882	.021215	.0239793	.0255963	0	.1170635	.0046729	0	0	.0199336	.0288066	.0113636	.5466378	0	.0152905	0	.01	0
2	0	4	"htdiag_or_highbp"	0	0	.2157618	.2615811	.0964912	.99677	0	.9874386	0	.20857	0	0	.9723517	0	1	0	0	.4285714	0	.8791946	.2482338	.2812846	.260435	.3181818	.3991323	.415859	.3027523	.4269006	.25	.462585
2	0	4	"imd_2"	0	0	0	0	.1546053	.0975452	0	0	.0585106	.9401136	.1144587	.0970719	.1081081	.1031823	.0978613	.1180919	.0788462	.0863095	.1495327	.0782998	.1087231	.1040975	.1099353	.1477273	.0997831	.0872247	.1223242	.0643275	.11	.0884354
2	0	4	"imd_3"	0	0	1	0	0	.130491	0	0	0	0	.1577051	.149268	.1584343	.1427194	.1309138	.1559046	.1384615	.1507937	.1682243	.1565996	.1540121	.1378738	.1587302	.1439394	.1605206	.154185	.1590214	.1169591	.18	.1530612
2	0	4	"imd_4"	0	.3908318	0	1	0	.2790698	0	0	0	0	.2583249	.2632082	.2615719	.2333655	.2799741	.2524724	.3173077	.2628968	.2523364	.2774049	.2603555	.2497232	.2510288	.2348485	.2819957	.3030837	.2385321	.3157895	.28	.2653061
2	0	4	"imd_5"	.8536789	.5203214	0	0	.6907895	.4179586	.8242775	.8421627	.8430851	0	.3788381	.4226607	.3936005	.4262295	.419313	.3938336	.425	.4474206	.3598131	.442953	.3945861	.4296789	.388595	.3863636	.4121475	.4193833	.4036697	.4502924	.37	.4353741
2	0	4	"no_condition"	.9138796	.7391304	.5499125	.5176234	0	0	.4520231	.0060076	0	.6272587	.9929364	.6616805	0	0	0	.4584061	0	.328373	0	0	.7500558	0	0	0	0	0	0	0	0	0
2	0	4	"obese4cat_2"	0	1	.1642732	0	.2225877	.99677	0	0	.3005319	.1244192	0	1	0	0	1	0	0	0	0	0	.2234699	.2569214	.2510288	.2689394	.2429501	.2942731	.1957187	.245614	.17	.2534014
2	0	4	"obese4cat_3"	0	0	.1061296	.137714	.0910088	0	.5815029	.2288367	.1941489	.0986061	0	0	.2236719	.1417551	0	.5811518	.2865385	0	0	.2326622	.0925113	.1234773	.1164021	.1022727	.1236443	.1920705	.0948012	.2046784	.04	.1394558
2	0	4	"obese4cat_4"	.048495	0	.0528897	.0717523	.0471491	0	.0358381	.1676679	.0957447	.0474961	0	0	0	.0588235	0	0	.1211538	.8829365	0	.2348993	.0436529	.0531561	.0752499	.0909091	.0932755	.1207048	.0611621	.1754386	.05	.0833333
2	0	4	"organ_transplant"	.0008361	.0004726	.0010508	.0012588	.0010965	.003876	.0011561	.0021846	0	.0010325	0	.0006365	.0027959	.0009643	.0038885	.0005817	0	0	.0046729	.0111857	0	.0011074	.0005879	.0151515	.0238612	.0026432	.0061162	.005848	.01	.0017007
2	0	4	"other_immunosuppression"	0	.0354442	.089317	.0908862	.997807	.1111111	.0092486	.0518842	.0664894	.0268456	0	.1047104	.1022057	.997107	.1114712	0	.05	.0426587	0	.0447427	0	.9385382	.0811287	0	0	.0669603	.0642202	.0935673	.07	0
2	0	4	"other_neuro"	.0030658	.0042533	.0049037	.0040282	.002193	.001938	.0023121	.0081922	0	.0061951	0	.0031827	.0049705	.0019286	.0019443	.0063991	.0076923	.0039683	.0630841	.01566	0	.0033223	.0070547	.0037879	.0021692	.0070485	.0122324	.0116959	.02	.0816327
2	0	4	"ra_sle_psoriasis"	.016165	.0189036	.0220666	.0196375	.0120614	.0167959	.0450867	.0278536	.0212766	.0237481	0	.0181413	.0226778	.0154291	.0168503	.0290867	.0269231	.0218254	.3504673	.0268456	0	0	.0311581	0	0	.0264317	1	.0409357	.03	0
2	0	4	"reduced_kidney_function_cat_2"	.0064103	.0051985	.0126095	.0125881	.0098684	.0239018	.0057803	.0169306	.0053191	.0087765	0	.0041375	.0192606	.0125362	.0207388	.0075625	.0057692	.0198413	.0070093	.1387025	0	.0166113	.0129336	.0075758	.2950108	.0140969	.0152905	.0175439	.01	.0102041
2	0	4	"reduced_kidney_function_cat_3"	0	0	.0007005	.0027694	0	.002584	.0023121	.0081922	0	.0005163	0	0	.0062131	0	.0025924	.0011635	0	.0019841	0	.01566	0	.0027685	.0017637	.0378788	.0043384	.0044053	.0183486	0	.02	.0034014
2	0	4	"smoke_nomiss_2"	.09699	.1115312	.1492119	.1359517	.0822368	.131137	.1653179	.1447297	.1170213	.2116675	.1264235	.1155315	.1326499	.1051109	.1315619	.1809191	.1461539	.1746032	.1915888	.147651	.1202499	.1040975	.2145797	.2121212	.1778742	.1409692	.2232416	.1754386	.18	.1717687
2	0	4	"smoke_nomiss_3"	.0816611	.055293	.0672504	.0740181	.0219298	.0503876	.0913295	.0824686	.0744681	.0583376	.0745279	.0521961	.0751786	.0337512	.0505509	.0820244	.0769231	.0575397	.1331776	.0738255	.0637317	.030454	.111699	.1174242	.0976139	.0590308	.1376147	.128655	.08	.0765306
2	0	4	"spleen"	.0058528	.0028355	.0063047	.0062941	.0032895	.005814	.0023121	.0043692	.0026596	.0051626	0	.0031827	.0040385	.0057859	.0058328	.0034904	.0019231	.0039683	.1238318	.0022371	0	0	0	0	0	.0026432	0	0	1	0
2	0	4	"stroke_dementia"	.0030658	.0028355	.0045534	.0047835	.0065789	.0083979	.0023121	.0136537	.0053191	.0051626	0	.0028644	.0118049	.0048216	.0084251	.0023269	.0057692	.0079365	.0537383	.0089485	0	.0066445	.0058789	.0075758	.0130152	.0079295	.0122324	.005848	.02	.1037415
2	1	4	"N"	.1283	.0293	.0979	.0938	.1703	.0571	.07885	.08625	.063	.1952	.47395	.0614	.0259	.01725	.03935	.04365	.20205	.01435	.03715	.08495	.73495	.0723	.02915	.0459	.00285	.01275	.0521	.0165	.0104	.0231
2	1	4	"asthmacat_2"	.0514419	.1313993	.0888662	.0959488	.0481503	.1103327	.0634115	.0863768	.0896825	.0691598	0	.965798	.034749	0	0	.0549828	0	.0487805	.0995962	.0853443	0	1	.0617496	.0010893	0	0	0	.0030303	0	.0021645
2	1	4	"asthmacat_3"	.0031177	.0068259	.0081716	.0079957	.0038168	.0078809	.0050729	.0052174	.0134921	.005123	0	0	.003861	.1478261	.0012706	.0080183	.0081663	.0034843	.0121131	.0088287	0	0	.0051458	.0010893	0	.0078431	.0105566	.0030303	.4759615	.004329
2	1	4	"cancer_exhaem_cat_2"	0	.003413	.0010215	0	.0005872	.0017513	.0025365	0	.0007937	.0002561	0	.0008143	.007722	0	.0025413	.0011455	.0004949	.0034843	.0013459	.0011772	0	.0006916	.0034305	.0021786	0	.0039216	.0009597	.0030303	0	.012987
2	1	4	"cancer_exhaem_cat_3"	.002728	0	.0005107	.0031983	.0017616	.0017513	.0025365	.0023188	.002381	.0030738	0	.004886	0	.0492754	.0025413	.0034364	.0029696	0	0	.0029429	0	.0041494	.0017153	.0021786	.5614035	.0039216	.0028791	0	0	0
2	1	4	"cancer_exhaem_cat_4"	.0023383	.0102389	.0020429	.0026652	.001468	.0017513	.0025365	.0011594	.002381	.001793	0	.002443	.0019305	.0028986	.0266836	.0068729	.0024746	.0034843	0	.0005886	0	.0020747	.0034305	.0043573	0	0	.0057582	.0030303	.1298077	.0021645
2	1	4	"cancer_haem_cat_2"	0	0	0	.0010661	.0002936	0	.0006341	0	0	.0002561	0	0	0	0	.0050826	0	0	0	.0013459	0	0	0	0	.0054466	0	0	0	0	0	0
2	1	4	"cancer_haem_cat_3"	.0003897	.0017065	.0015322	.0010661	.001468	0	.0012682	.0005797	0	.0005123	0	.0016287	0	.0144928	.0012706	.002291	.0009899	0	0	.0017657	0	.0013831	0	.0141612	0	0	.0019194	0	0	0
2	1	4	"cancer_haem_cat_4"	.0003897	.0017065	.0005107	.0010661	.0005872	0	.0012682	.0011594	.0015873	.0007684	0	.0016287	.0019305	0	.0038119	.0057274	.0012373	0	0	0	0	.0013831	.0017153	.0043573	.0877193	.0039216	.0028791	0	0	0
2	1	4	"chronic_cardiac_disease"	.0062354	.0238908	.0194076	.0191898	.0049912	.0210158	.0285352	.0110145	.018254	.0128074	0	.0162866	.1621622	.0115942	.0139771	.0355097	.0207869	.0383275	.0282638	.0094173	0	.0179806	.0531732	.0108932	.0350877	.0078431	.0307102	.0272727	.0048077	.3658009
2	1	4	"chronic_liver_disease"	.0070148	.0085324	.0158325	.0170576	.0164416	.0070053	.0177552	.0057971	.0095238	.0092213	0	.004886	.019305	.0028986	.1512071	.0126002	.0136105	.0069686	.013459	.0129488	0	.0062241	.0222985	.2026144	.0175439	.0117647	.0134357	.0060606	.0096154	.012987
2	1	4	"chronic_respiratory_disease"	.0031177	.0017065	.0107252	.011194	.0064592	.0113835	.005707	.0075362	.0142857	.0058914	0	.0586319	.0096525	.0173913	.0101652	.0103093	.0064341	.0139373	.0080754	.0076516	0	.0242047	.0102916	.0076253	0	.3137255	.0086372	.0090909	.0240385	.008658
2	1	4	"diabcat_2"	.022993	.0716724	.0495403	.0740938	.0378743	.1287215	.0856056	.0452174	.0825397	.0584016	0	.0325733	0	0	0	.997709	0	0	.153432	.0782813	0	.0795297	0	0	0	.0039216	1	0	0	0
2	1	4	"diabcat_3"	.0124708	.0546075	.0245148	.0474414	.023488	.0455341	.0361446	.0226087	.0333333	.0286885	0	.0057003	.8880309	0	.0114358	0	0	0	.0713324	.0317834	0	0	1	0	0	0	0	0	0	0
2	1	4	"diabcat_4"	.0132502	.0221843	.0153218	.0223881	.011744	.0394046	.0228282	.013913	.0238095	.0161373	0	.0228013	0	.3710145	.0101652	0	.0247463	.0278746	.0417227	.0317834	0	.0228216	0	.0130719	0	.0235294	0	.0272727	0	.6428571
2	1	4	"htdiag_or_highbp"	0	.4129693	.2543412	.2921109	0	.790718	.9980977	.2742029	.3809524	.2802254	0	.2964169	.5	0	.2096569	.5211913	1	.4912892	.5208614	0	.2570923	.3174274	.4957118	.2984749	.5438597	.3215686	.4424184	.5272727	.2932692	.4372294
2	1	4	"imd_2"	0	.5580205	0	0	0	0	0	.9982609	0	0	.10096	.1262215	.0888031	.1101449	.0711563	.0824742	.1056669	.1184669	.102288	.1106533	.1044969	.1196404	.0943396	.0675381	.0701754	.0823529	.0911708	.1060606	.1057692	.0995671
2	1	4	"imd_3"	.8008574	0	0	0	0	.9614711	0	0	0	0	.1566621	.1669381	.1505792	.2	.1385006	.1660939	.1536748	.1637631	.1588156	.1624485	.1565413	.1728907	.1423671	.1296296	.1929825	.1607843	.1679463	.1666667	.1586538	.1839827
2	1	4	"imd_4"	0	0	0	0	0	0	0	0	.9325397	1	.2506593	.2442997	.2490347	.2550725	.2249047	.2978236	.2571146	.2648084	.2476447	.2648617	.2525342	.2524205	.2555746	.2189543	.368421	.2980392	.2802303	.2727273	.2644231	.2554113
2	1	4	"imd_5"	0	0	.9223698	.9067164	.9917792	0	.8725428	0	0	0	.4169216	.3876221	.4671815	.3623188	.4942821	.416953	.410542	.3797909	.3983849	.3819894	.4109123	.373444	.4596913	.5065359	.3333333	.4	.4213052	.3727273	.3846154	.4004329
2	1	4	"no_condition"	.8429462	.3771331	.5674157	.488806	.7859659	.0753065	0	.5715942	.434127	.5665984	1	0	0	.1304348	0	0	0	0	.3014805	.6898175	.7429077	0	0	0	0	0	0	0	0	0
2	1	4	"obese4cat_2"	.0522214	.940273	.0955056	.1407249	.1212566	.3073555	.2054534	0	.1706349	.1457479	0	.0806189	.1795367	0	0	.1798396	.2296461	.1114983	0	1	.1328662	.1818811	.2521441	.1427015	.122807	.1568628	.2495202	.1848485	.1298077	.2575758
2	1	4	"obese4cat_3"	.0132502	0	.0265577	.0581023	.0214328	.0928196	.0640457	.044058	.0563492	.03125	0	.0008143	0	0	0	0	0	0	1	0	.0289816	.0484094	.0909091	.0228758	.0175439	.0196078	.0911708	.0666667	.0480769	.0887446
2	1	4	"obese4cat_4"	.0046765	0	.0127681	.0191898	.0064592	.0367776	.027267	.0121739	.0150794	.0122951	0	.0333876	.046332	.1391304	.0088945	.04811	.0247463	.0209059	0	0	.00864	.0325035	.0428816	.0098039	0	.0156863	.0355086	.0121212	.0192308	.0238095
2	1	4	"organ_transplant"	.0003897	.0051195	0	.0026652	.0005872	.0052539	.0063412	.0017391	.0047619	.0010246	0	.0016287	.0057915	.0028986	.0025413	.0091638	.0027221	.0209059	.0040377	.0023543	0	.0020747	.0085763	.003268	.2280702	.0039216	.0076775	.0151515	0	.004329
2	1	4	"other_immunosuppression"	.0261107	.0375427	.0510725	.054371	.0587199	.0376532	.0564363	.0365217	.0444444	.041752	0	.036645	.0212355	0	.8132147	.0504009	.0103935	.0487805	.0349933	.0488523	0	.0352697	.0428816	.8082789	0	0	.059501	.0727273	0	.0021645
2	1	4	"other_neuro"	.0031177	.003413	.0051073	.0010661	.0023488	.002627	.0031706	.0034783	.0015873	.0035861	0	.0057003	.003861	.0028986	.0012706	0	.0027221	.1114983	.0040377	.0017657	0	.0055325	.0017153	.003268	0	.0078431	0	.0272727	.1634615	.0064935
2	1	4	"ra_sle_psoriasis"	.0077942	.0153584	.0127681	.0133262	.0067528	.0175131	.0120482	.0104348	.0238095	.010502	0	.0130293	.0096525	.2927536	.0038119	.021764	.0141054	.0034843	.0094213	.0123602	0	.0152144	.0120069	.003268	0	.6980392	.0182342	.0030303	0	0
2	1	4	"reduced_kidney_function_cat_2"	.0062354	.0290102	.0091931	.0255864	.0082208	.0437828	.0304375	.017971	.0285714	.0163934	0	.0081433	.011583	0	.0139771	.0309278	0	.8397213	.0349933	.0206004	0	.0248963	.0171527	0	0	0	.0268714	.8515152	0	.0021645
2	1	4	"reduced_kidney_function_cat_3"	0	.0017065	.0015322	.0031983	.0002936	.0061296	.0069753	.0017391	.0039683	.0015369	0	.002443	.011583	.0028986	.0050826	.0068729	.0044543	0	.0053836	.0005886	0	.0020747	.0102916	.0043573	.2982456	.0078431	.0057582	0	.0048077	.008658
2	1	4	"smoke_nomiss_2"	.1422447	.2593857	0	1	0	.3292469	0	.2191304	.9952381	0	.1809263	.2785016	.2972973	.2666667	.2249047	.2966781	.2279139	.2752613	.3216689	.24897	.1982448	.2869986	.3121784	.2222222	.2631579	.3372549	.2927063	.3060606	.2259615	.2857143
2	1	4	"smoke_nomiss_3"	.1582229	.0853242	1	0	0	.117338	0	.1530435	0	.2576844	.2093048	.2483713	.1660232	.2173913	.1893266	.1798396	.1682752	.1498258	.1372813	.1394938	.1914416	.2330567	.1509434	.1655773	.1578947	.2313726	.1708253	.1393939	.2692308	.1709957
2	1	4	"spleen"	.0023383	.003413	.0030644	.0047974	.0032296	.002627	.0063412	.0069565	.0055556	.0035861	0	.009772	.003861	.0057971	.0457433	.0045819	.003712	.0069686	.0026918	.0029429	0	.0089903	.0017153	.0076253	0	0	.0028791	.0030303	.25	.0064935
2	1	4	"stroke_dementia"	.0003897	.0017065	.0061287	.0079957	.001468	.0131349	.0126823	.0028986	.0111111	.0053791	0	.0065147	.0096525	.0028986	.0076239	.0126002	.0094036	.1010453	.0121131	.0011772	0	.0062241	.0120069	.0087146	.0350877	0	.0115163	.1818182	.0144231	.017316
2	0	5	"N"	.188	.0704	.0484	.1438	.02485	.0854	.1028	.03845	.15845	.13945	.61065	.0958	.01665	.035	.02755	.0938	.03295	.0094	.02855	.04965	.7799	.0087	.01005	.0372	.0077	.03845	.0254	.06795	.01285	.0118
2	0	5	"asthmacat_2"	.0803192	.078125	.107438	.0671071	.2334004	0	.1035992	.0962289	.0615336	.0620294	0	.1080376	0	.1328571	0	.0842218	.0849772	0	.1155867	.9063444	0	.0862069	0	.0913979	.038961	.1222367	.1318898	.8859456	0	.1101695
2	0	5	"asthmacat_3"	.0087766	.0142045	.017562	.0076495	.0221328	0	.0131323	.0143043	.0053645	.0086052	0	.0172234	.018018	.0271429	.1415608	.0127932	.0121396	.0053191	.0227671	0	0	.0057471	.7064677	.0134409	.0064935	.0156047	.0216535	0	0	.0211864
2	0	5	"cancer_exhaem_cat_2"	.0015957	.0014205	.0020661	.0041725	0	0	.0024319	.0026008	.0015778	.0021513	0	.0026096	.003003	0	.0018149	.0010661	.0015175	0	.0052539	.0271903	0	0	0	.0013441	0	.0039012	0	.0014717	.1322957	0
2	0	5	"cancer_exhaem_cat_3"	.006383	.0085227	.0072314	.0066064	.0402415	0	.010214	.0156047	.0050489	.0068125	0	.006263	0	.0057143	.0108893	.0133262	.0075873	.462766	.0122592	.0040282	0	0	.0049751	.0094086	.012987	.0091027	.0137795	.0051508	.463035	0
2	0	5	"cancer_exhaem_cat_4"	.0079787	.0028409	.0092975	.009388	.054326	0	.0121595	.0143043	.0082045	.007171	0	.0083507	.3423423	.0085714	0	.0085288	.0121396	.0106383	.0140105	.0090634	0	.9482759	0	.0094086	.0194805	0	.0059055	0	0	.0042373
2	0	5	"cancer_haem_cat_2"	0	0	0	0	0	0	0	0	.0003156	0	0	0	0	0	.0018149	0	0	0	0	0	0	0	0	0	0	0	0	0	.0038911	0
2	0	5	"cancer_haem_cat_3"	.000266	.0014205	0	0	0	0	.0019455	0	0	.0014342	0	0	0	0	.0018149	.000533	0	0	0	.0090634	0	0	0	.0013441	0	0	0	.0007358	0	.0381356
2	0	5	"cancer_haem_cat_4"	.0007979	.0007102	.0030992	.0006954	0	0	.0024319	.0013004	.0006311	.0010757	0	.0010438	.03003	.0014286	0	.000533	.0030349	0	.0052539	.001007	0	.0747126	0	.0013441	0	.0052016	.0019685	0	.0038911	0
2	0	5	"chronic_cardiac_disease"	.006117	.0071023	.0123967	.0017385	.028169	0	.0043774	.006502	.00852	.0089638	0	.0114823	.009009	.0142857	.0072595	.0074627	.0075873	0	.0350263	.0523666	0	.0114943	.0099502	.0107527	0	.1196359	.0137795	.0103017	.0038911	.0169492
2	0	5	"chronic_liver_disease"	.0058511	.0056818	.0082645	.0073018	.0060362	0	.0058366	.0130039	.0066267	.017569	0	.006263	0	.0114286	0	.0074627	.0136571	.5425532	.0105079	.0030211	0	0	0	0	1	0	0	0	0	0
2	0	5	"chronic_respiratory_disease"	.0042553	.0142045	.0030992	.0034771	.0120724	0	.0077821	.0052016	.0044178	.0039441	0	.0036534	.003003	.0071429	.0653358	.0079957	.0060698	.0053191	.0245184	.0171198	0	.0057471	.2835821	.0040323	.0064935	.0143043	.0059055	.0161884	0	.0084746
2	0	5	"diabcat_2"	.0396277	.0348011	.1105372	.023644	.0160966	0	.0398833	.0377113	.0539602	.0451775	0	0	0	.1271429	0	.043177	.030349	.0053191	1	.0271903	0	.045977	.0099502	.0456989	.0714286	.9063719	.0728346	0	0	0
2	0	5	"diabcat_3"	.0069149	.0078125	.0330578	.009388	.0100604	0	.010214	.0104031	.0142001	.0118322	0	.0281837	.1951952	.03	0	.0282516	.0045524	.0053191	0	.0110775	0	.0172414	.0149254	.0067204	.0194805	0	.0098425	.1361295	.0155642	0
2	0	5	"diabcat_4"	.0119681	.0099432	.0196281	.0083449	.0020121	0	.0150778	.0052016	.0208268	.0132664	0	.0229645	.018018	.0271429	.2341198	.0133262	.0091047	0	0	.0120846	0	0	0	.0067204	0	0	.015748	0	0	.9661017
2	0	5	"htdiag_or_highbp"	.1271277	.1619318	.2200413	.1112656	.416499	0	.1395914	.1417425	.1375828	.1455719	0	.2332985	0	.3271429	0	1	0	0	.2311734	0	.115143	.1436782	.2189055	.125	.1428571	.3094929	.1948819	.1994113	.2256809	.161017
2	0	5	"imd_2"	0	0	0	.9986092	0	0	0	.9986996	0	0	.1946287	.1409186	.1741742	.13	.1887477	.1663113	.1957511	.2234043	.1401051	.1782477	.1845108	.2011494	.1940299	.186828	.2012987	.1209363	.1811024	.1869021	.2062257	.1101695
2	0	5	"imd_3"	1	0	0	0	0	0	0	0	0	0	.1962663	.1654488	.1591592	.1542857	.199637	.1817697	.1487102	.1489362	.1891419	.2014099	.1906655	.1781609	.1791045	.1451613	.1428571	.189857	.1889764	.1942605	.1478599	.190678
2	0	5	"imd_4"	0	.3884943	0	0	0	0	.3998055	0	.99716	0	.2170638	.2578288	.2612613	.2628571	.2522686	.2254797	.2063733	.1808511	.290718	.2165156	.2232979	.1954023	.2487562	.2083333	.1753247	.2847854	.2598425	.2126564	.2451362	.3262712
2	0	5	"imd_5"	0	.4801136	.7530992	0	0	0	.276751	0	0	.9867336	.2067469	.3308977	.2492492	.3742857	.2141561	.2814499	.2018209	.2659574	.3047285	.2205438	.2301577	.1896552	.2437811	.219086	.3246753	.3211963	.2204724	.2560706	.2723735	.2711864
2	0	5	"no_condition"	.7042553	.6832386	.5165289	.7235744	0	1	.6434825	.6553966	.6825497	.6859089	1	.5975991	.3543544	.4657143	0	0	0	0	0	0	.8848571	0	0	0	0	0	0	0	0	0
